Titre,Tag,Auteur,Date,Filename,Dossier,SousDossier,Rubrique
A propos de : DANS LA NUIT D’E. T. A. HOFFMANN,Notes de lecture,BON Norbert,12/12/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221212\3_8_20221212_121127091_898602698.html,,,Notes de lecture
Hommage à Charles Melman,Hommages,WILTORD Jeanne,05/12/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221208\3_8_20221208_164104233_1972968042.html,Hommages à Charles Melman,,Hommage
Hommage à Charles Melman,Hommages,DELANNOY Annie,08/12/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221208\3_8_20221208_164006733_825298722.html,,,
Hommage à Charles Melman,Hommages,BERCHAUD Nicole,05/12/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221205\3_8_20221205_133707474_1752426261.html,Hommages à Charles Melman,,Hommage
"Étude du séminaire XI Les Fondements de la psychanalyse, J. Lacan - séance plénière du 14/11",Le collège de l'ALI,,29/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2022_COLLEGE L2.pdf,Le collège de l'ALI,,
O desejo de Lacan. Entrevista de Charles Melman por Omar Guerrero,Le collège de l'ALI,"GUERRERO Omar,MELMAN Charles",28/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221128\3_8_20221128_170013482_1195233215.html,Le désir de Lacan,,Journées d'études
En mémoire d’une trace,Hommages,AGUIRRE Marlène,28/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221128\3_8_20221128_101116550_1070230904.html,Hommages à Charles Melman,,Hommage
"Préparation au séminaire 2023 : étude du séminaire XX de J. Lacan, Encore - Leçon 1",Archives séminaires d’été,BEAUMONT Jean-Paul,04/10/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2022_1004_L1.pdf,Préparation au séminaire d'été 2023 : étude du séminaire XX de J. Lacan Encore,Dossier de préparation,
Il no del no-me !,Archives séminaires d’été,PITAVY Thatyana,26/08/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2022_0826_PITAVY IT.pdf,Séminaire d'été 2022 : L'Angoisse,"Dossier de retour,En italien",Séminaire d'Été
..« Troppo spesso la materia che è in me ha spezzato la forma che volevo darle» .. E.T.A. Hoffmann,Archives séminaires d’été,TESTA Luciana Maria,26/08/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2022_0826_TESTA IT.pdf,Séminaire d'été 2022 : L'Angoisse,"Dossier de retour,En italien",Séminaire d'Été
Il trauma : un deragliamento nel trattamento del reale,Archives séminaires d’été,LANÇON Virginie,25/08/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2022-0825_LANCON IT.pdf,Séminaire d'été 2022 : L'Angoisse,"Dossier de retour,En italien",Séminaire d'Été
"« L’Uomo della sabbia, racconto fantastico, dite?",Archives séminaires d’été,BOSSY-DE DIANOUS Marie-Pierre,25/08/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2022-0825_BOSSY IT.pdf,Séminaire d'été 2022 : L'Angoisse,En italien,Séminaire d'Été
Dove si situa l’angoscia nella clinica delle dipendenze?,Archives séminaires d’été,ROTH Thierry,25/08/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2022-0825_ROTH IT.pdf,Séminaire d'été 2022 : L'Angoisse,"Dossier de retour,En italien",Séminaire d'Été
Nec spe nec metu,Archives séminaires d’été,GAMBINI Fabrizio,25/08/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2022-0825_GAMBINI IT.pdf,Séminaire d'été 2022 : L'Angoisse,"Dossier de retour,En italien",Séminaire d'Été
"L’abbandono scolastico degli adolescenti, angoscia del sociale",Archives séminaires d’été,BEINE Alexandre,25/08/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2022_0825_BEINE IT.pdf,Séminaire d'été 2022 : L'Angoisse,"Dossier de retour,En italien",Séminaire d'Été
Angoscia e desiderio dell’analista,Archives séminaires d’été,THIBIERGE Stéphane,24/08/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2022-0824_THIBIERGE IT.pdf,Séminaire d'été 2022 : L'Angoisse,"Dossier de retour,En italien","Actualités des travaux de l'ALI,Séminaire d'Été"
Lettura della costituzione del desiderio in un uomo e in una donna,Archives séminaires d’été,ROBERT Christine,24/08/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2022-0824_ROBERT IT.pdf,Séminaire d'été 2022 : L'Angoisse,"Dossier de retour,En italien",Séminaire d'Été
Mi ci vedevo già… Osservazioni e difficoltà nella cura dell’ossessivo,Archives séminaires d’été,LENORMAND Alexandra,24/08/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2022-0824_LENORMAND IT.pdf,Séminaire d'été 2022 : L'Angoisse,"Dossier de retour,En italien",Séminaire d'Été
"L’angoscia, passaggio del desiderio",Archives séminaires d’été,ALLIOT Julien,24/08/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2022-0824_ALLIOT IT.pdf,Séminaire d'été 2022 : L'Angoisse,"Dossier de retour,En italien",Séminaire d'Été
Causa sempre…,Archives séminaires d’été,CATHELINEAU Pierre-Christophe,24/08/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2022-0824_PCC IT.pdf,Séminaire d'été 2022 : L'Angoisse,"Dossier de retour,En italien",Séminaire d'Été
Crémation plutôt qu’inhumation : quel le rapport avec l´angoisse ?,Archives séminaires d’été,QUIEROZ Lucia,25/08/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2022_0825_QUIEROZ FR.pdf,Séminaire d'été 2022 : L'Angoisse,Dossier de retour,Séminaire d'Été
Angoisse et dysphorie de genre,Archives séminaires d’été,ALARCÓN Gabriela,26/08/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2022_0826_ALARCON FR.pdf,Séminaire d'été 2022 : L'Angoisse,Dossier de retour,Séminaire d'Été
Le Mauvais Œil,Archives séminaires d’été,VENNEMANN Johanna,26/08/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2022_0826_VENNEMANN FR.pdf,Séminaire d'été 2022 : L'Angoisse,Dossier de retour,Séminaire d'Été
Non de nom !,Archives séminaires d’été,PITAVY Thatyana,26/08/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2022_0826_PITAVY FR.pdf,Séminaire d'été 2022 : L'Angoisse,Dossier de retour,Séminaire d'Été
« Trop souvent la matière en moi a brisé la forme que je volai lui donner »,Archives séminaires d’été,TESTA Luciana Maria,25/08/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2022_0826_TESTA FR.pdf,Séminaire d'été 2022 : L'Angoisse,Dossier de retour,Séminaire d'Été
"« L’Homme au sable », conte fantastique, dites-vous ?",Archives séminaires d’été,BOSSY-DE DIANOUS Marie-Pierre,25/08/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2022-0825_BOSSY FR.pdf,Séminaire d'été 2022 : L'Angoisse,,Séminaire d'Été
Conclusions du séminaire d'été 2022,Archives séminaires d’été,MELMAN Charles,26/08/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2022_0826_Conclusions MELMAN.pdf,Séminaire d'été 2022 : L'Angoisse,Dossier de retour,Séminaire d'Été
"La déscolarisation des adolescents, angoisse du social",Archives séminaires d’été,BEINE Alexandre,25/08/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2022_0825_BEINE FR.pdf,Séminaire d'été 2022 : L'Angoisse,Dossier de retour,Séminaire d'Été
Le trauma : un déraillement dans le traitement du réel,Archives séminaires d’été,LANÇON Virginie,25/08/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2022-0825_LANCON FR.pdf,Séminaire d'été 2022 : L'Angoisse,Dossier de retour,Séminaire d'Été
Où se situe l’angoisse dans la clinique des addictions ?,Archives séminaires d’été,ROTH Thierry,25/08/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2022-0825_ROTH FR.pdf,Séminaire d'été 2022 : L'Angoisse,Dossier de retour,Séminaire d'Été
Nec spe nec metu : ni espoir ni crainte,Archives séminaires d’été,GAMBINI Fabrizio,25/08/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2022-0825_GAMBINI FR.pdf,Séminaire d'été 2022 : L'Angoisse,Dossier de retour,Séminaire d'Été
L’angoisse et le désir de l’analyste,Archives séminaires d’été,THIBIERGE Stéphane,24/08/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2022-0824_THIBIERGE FR.pdf,Séminaire d'été 2022 : L'Angoisse,Dossier de retour,Séminaire d'Été
« Je me voyais déjà… Remarques et difficultés dans la cure de l’obsessionnel »,Archives séminaires d’été,LENORMAND Alexandra,24/08/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2022-0824_LENORMAND FR.pdf,Séminaire d'été 2022 : L'Angoisse,,Séminaire d'Été
Lecture de la constitution du désir chez un homme et chez une femme,Archives séminaires d’été,ROBERT Christine,24/08/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2022-0824_ROBERT FR.pdf,Séminaire d'été 2022 : L'Angoisse,Dossier de retour,Séminaire d'Été
"Angoisse, passage du désir",Archives séminaires d’été,ALLIOT Julien,24/08/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2022-0824_ALLIOT FR.pdf,Séminaire d'été 2022 : L'Angoisse,Dossier de retour,Séminaire d'Été
La structure de l’angoisse et l’Unheimlich,Archives séminaires d’été,DARMON Marc,24/08/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2022-0824_DARMON FR.pdf,Séminaire d'été 2022 : L'Angoisse,Dossier de retour,Séminaire d'Été
Cause toujours...,Archives séminaires d’été,CATHELINEAU Pierre-Christophe,24/08/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2022-0824_PCCFR.pdf,Séminaire d'été 2022 : L'Angoisse,Dossier de retour,Séminaire d'Été
Hommage à Charles Melman,Hommages,SCHARLING Lene,21/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221121\3_8_20221121_120735423_392948053.html,Hommages à Charles Melman,,Hommage
Re-création de cour d’Ecole,Hommages,RIDOUX Patrice,21/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221121\3_8_20221121_120606673_1023846474.html,Hommages à Charles Melman,,Hommage
Hommage à Charles Melman,Hommages,LEBRUN Jean-Pierre,18/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221118\3_8_20221118_131749678_2045199210.html,Hommages à Charles Melman,,Hommage
A la mémoire de Charles Melman,Hommages,HASENBALG-CORABIANU Virginia Alicia,18/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221118\3_8_20221118_093431915_1250784357.html,Hommages à Charles Melman,,Hommage
"Le Bulletin freudien n°68 : Création, art et inconscient",Base documentaire,COLLECTIF,16/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221116\3_8_20221116_164600867_38537440.html,Le Bulletin freudien (AFB),,Parutions
Hommage à Charles Melman,Hommages,GUERRERO Omar,14/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221114\3_8_20221114_155529288_1438374343.html,Hommages à Charles Melman,,Hommage
Monsieur Melman,Hommages,TEBOUL Joëlle,14/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221114\3_8_20221114_160225538_1180523039.html,Hommages à Charles Melman,,Hommage
Hommage à Charles Melman,Hommages,FLORENTIN Thierry,14/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221114\3_8_20221114_155958538_426331233.html,Hommages à Charles Melman,,Hommage
« Pas-taire » hommage à Charles Melman,Hommages,DE LA ROCHEMACÉ Céline,14/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221114\3_8_20221114_103129224_1911861023.html,Hommages à Charles Melman,,Hommage
"Le désir de Lacan"" - Interview de Charles MELMAN par Omar GUERRERO",Divers,,03/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221103\3_8_20221103_143418304_1663802842.html,Le désir de Lacan,Dossier de préparation,Journées d'études
"76, RUE DES ARCHIVES",Hommages,LANG Patricia,14/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221114\3_8_20221114_102859161_420650090.html,Hommages à Charles Melman,,Hommage
Charles Melman et PREAUT,Hommages,SCHEIMBERG Nora,10/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221111\3_8_20221111_082707921_46438664.html,Hommages à Charles Melman,,Hommage
Hommage à Charles Melman,Hommages,RIVET Claude,09/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221111\3_8_20221111_082200892_479493497.html,Hommages à Charles Melman,,Hommage
On dit rester sans voix.,Hommages,JEJCIC Marie,07/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221107\3_8_20221107_154741464_281031919.html,Hommages à Charles Melman,,Hommage
Feuillets Psychanalytiques n°8 : Transfert et transmission aujourd'hui,Base documentaire,COLLECTIF,09/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221109\3_8_20221109_145127409_241085936.html,,,Parutions
"Merci, Dr. Melman",Hommages,Tempo Freudiano Associação Psicanalítica,08/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221108\3_8_20221108_154101551_1988729820.html,Hommages à Charles Melman,,Hommage
La dernière séance,Hommages,LACANAL-CARLIER Mireille,08/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221108\3_8_20221108_153748566_383932278.html,Hommages à Charles Melman,,Hommage
Charles Melman,Hommages,BLUM Sylvie,08/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221108\3_8_20221108_151235720_1563553954.html,Hommages à Charles Melman,,Hommage
HOMMAGE À CHARLES MELMAN,Hommages,COLLINET Philippe,07/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221107\3_8_20221107_155918265_470285074.html,Hommages à Charles Melman,,Hommage
Charles Melman,Hommages,CLAVEIROLE Paul,07/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221107\3_8_20221107_155610464_84657603.html,Hommages à Charles Melman,,Hommage
CHARLES MELMAN  (1931-2022),Hommages,CHASSAING Jean-Louis,07/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221107\3_8_20221107_155440353_1810180866.html,Hommages à Charles Melman,,Hommage
CHARLES MELMAN  (1931-2022),Hommages,CHASSAING Jean-Louis,07/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221107\3_8_20221107_155438760_1395872890.html,Hommages à Charles Melman,,Hommage
Abramowicz,Hommages,GENTIZON Jean-Michel,07/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221107\3_8_20221107_154510689_372766660.html,Hommages à Charles Melman,,Hommage
Abramowicz,Hommages,GENTIZON Jean-Michel,07/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221107\3_8_20221107_154508368_1465298818.html,Hommages à Charles Melman,,Hommage
Dott.Melman,Hommages,ZULLO Virginia,07/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221107\3_8_20221107_154130977_2063933127.html,Hommages à Charles Melman,,Hommage
Adieu Monsieur Charles… Au Revoir Melman,Hommages,ISSACHAR Thierry-Auguste,07/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221107\3_8_20221107_154018166_1501312308.html,Hommages à Charles Melman,,Hommage
EN ATTENDANT MELMAN,Hommages,GATTEGNO-GLUCKMAN Yvan,07/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221107\3_8_20221107_153820586_813315812.html,Hommages à Charles Melman,,Hommage
Le bébé analysant,Base documentaire,COUVERT Marie,07/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221107\3_8_20221107_130153400_1232116003.html,Parutions des membres chez d'autres éditeurs,,Parutions
Charles Melman et l’Italie,Hommages,GILARDI Costantino,02/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221102\3_8_20221102_152534177_94851612.html,Hommages à Charles Melman,,Hommage
"A-Dieu, Cher Charles Melman",Hommages,FANELLI Cristiana,02/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221102\3_8_20221102_090024977_103459648.html,Hommages à Charles Melman,,Hommage
Hommage à Charles Melman,Hommages,Les responsables de l’Ecole de Psychanalyse de l’Enfant de Paris,02/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221102\3_8_20221102_090253540_1073356795.html,Hommages à Charles Melman,,Hommage
Hommage à Charles Melman,Hommages,VOISIN Guy,02/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221102\3_8_20221102_103918174_1110913247.html,Hommages à Charles Melman,,Hommage
Charles Melman est parti,Hommages,GRUPO PLUS,02/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221102\3_8_20221102_101909579_2070351480.html,Hommages à Charles Melman,,Hommage
Hommage à Charles Melman,Hommages,REY Christian,02/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221102\3_8_20221102_102238798_1143476039.html,Hommages à Charles Melman,,Hommage
Charles Melman : une parole vivante,Hommages,OLDENHOVE Etienne,02/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221102\3_8_20221102_102058408_782520393.html,Hommages à Charles Melman,,Hommage
DR CHARLES MELMAN,Hommages,LANG Patricia,02/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221102\3_8_20221102_101612360_1305379131.html,Hommages à Charles Melman,,Hommage
Pour Melman,Hommages,ZAGDANSKI Serge,02/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221102\3_8_20221102_101444720_2005285037.html,Hommages à Charles Melman,,Hommage
"Charles Melman, in memoriam",Hommages,NACHT Marc,02/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221102\3_8_20221102_101218439_744418682.html,Hommages à Charles Melman,,Hommage
Hommage à Charles Melman,Hommages,BON Norbert,02/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221102\3_8_20221102_100759970_1169873739.html,Hommages à Charles Melman,,Hommage
Melman l’air de rien,Hommages,THIAUDE Muriel,02/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221102\3_8_20221102_100643303_2059084977.html,Hommages à Charles Melman,,Hommage
Charles Melman,Hommages,BELO Maria,02/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221102\3_8_20221102_100428891_322660621.html,Hommages à Charles Melman,,Hommage
Lettre à Charles Melman,Hommages,PITAVY Thatyana,02/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221102\3_8_20221102_091100198_1820837508.html,Hommages à Charles Melman,,Hommage
Hommage à Charles Melman,Hommages,DURA TEA Christine,02/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221102\3_8_20221102_090935604_1882062892.html,Hommages à Charles Melman,,Hommage
Hommage à Charles Melman,Hommages,HILTENBRAND Jean-Paul,02/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221102\3_8_20221102_090739635_241342409.html,Hommages à Charles Melman,,Hommage
Charles Melman,Hommages,POMMIER Gérard,02/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221102\3_8_20221102_090427431_1845373412.html,Hommages à Charles Melman,,Hommage
Charles Melman,Hommages,LERUDE Martine,02/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221102\3_8_20221102_085246463_366453801.html,Hommages à Charles Melman,,Hommage
Adieu Charles,Hommages,HAMAD Nazir,02/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221102\3_8_20221102_085005977_1914446956.html,Hommages à Charles Melman,,Hommage
"LÉ-HAÏM, CHER MONSIEUR !",Hommages,ROTH Thierry,02/11/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221102\3_8_20221102_084705899_406789602.html,Hommages à Charles Melman,,Hommage
"Jouissance féminine, jouissance Autre avec Marguerite Duras",Archives séminaires d’été,FANELLI Cristiana,18/10/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2022_1018_DURAS L3.pdf,Préparation au séminaire d'été 2023 : étude du séminaire XX de J. Lacan Encore,Dossier de préparation,Séminaire d'Été
"Préparation au séminaire 2023 : étude du séminaire XX de J. Lacan, Encore - Leçon 3",Archives séminaires d’été,Eduardo de Carvalho Rocha,18/10/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2022_1018_L3.pdf,Préparation au séminaire d'été 2023 : étude du séminaire XX de J. Lacan Encore,Dossier de préparation,Séminaire d'Été
Leçon 1 partie II,Archives séminaires d’été,CATHELINEAU Pierre-Christophe,04/10/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Pdf\2022_1004_L1PART2 PCC.pdf,Préparation au séminaire d'été 2023 : étude du séminaire XX de J. Lacan Encore,Dossier de préparation,Séminaire d'Été
Conférence inaugurale de Martine Lerude au Grand Séminaire de l’ALI,Le Grand Séminaire,LERUDE Martine,20/10/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221020\3_8_20221020_164155979_906515451.html,,,Grand Séminaire de l'ALI
"Le métier d'être homme "" Prix Œdipe, octobre 2022.",Notes de lecture,JEANVOINE Michel,20/10/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221020\3_8_20221020_123541868_733792306.html,,,Notes de lecture
"Le métier d'être homme "" Prix Œdipe, octobre 2022.",Notes de lecture,JEANVOINE Michel,20/10/2022,G:\inetpub\wwwroot\znsv4\Archives\3\Autres\20221020\3_8_20221020_123541446_1743038119.html,,,Notes de lecture
